Ngày,Mã tỉnh,Tên tỉnh,Mã phường,Tên phường,Tổng chi phí bảo hiểm,Tổng chi phí thuốc,Tổng chi phí thuốc BHYT
06/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,347316716.4,0.0,0.0
06/08/2025,75,Đồng Nai,26416,Xã Phước Bình,13092738.0,0.0,0.0
06/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,1936800.0,0.0,0.0
06/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,7276712.0,0.0,0.0
06/09/2025,75,Đồng Nai,26017,Phường Tam Hiệp,20157008.0,0.0,0.0
06/09/2025,75,Đồng Nai,26029,Phường Thống Nhất,110547652.64,0.0,0.0
06/09/2025,75,Đồng Nai,26050,Phường An Bình,9919517.0,0.0,0.0
06/09/2025,75,Đồng Nai,26056,Phường Long Bình Tân,240586971.0,0.0,0.0
06/09/2025,75,Đồng Nai,26068,Phường Hóa An,45613351.0,0.0,0.0
06/09/2025,75,Đồng Nai,26095,Phường Suối Tre,317752652.6,0.0,0.0
06/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,30281135.0,0.0,0.0
06/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,59067137.8,0.0,0.0
06/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,42755288.0,0.0,0.0
06/09/2025,75,Đồng Nai,26296,Xã An Viễn,2233480.0,0.0,0.0
06/09/2025,75,Đồng Nai,26311,Xã Quang Trung,34875332.0,0.0,0.0
06/09/2025,75,Đồng Nai,26362,Xã Sông Ray,21052382.0,0.0,0.0
06/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,81806067.6,0.0,0.0
06/09/2025,75,Đồng Nai,26389,Xã Long Đức,10344387.0,0.0,0.0
06/09/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,102171114.0,0.0,0.0
06/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,2879486.0,0.0,0.0
06/12/2024,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,0.0
07/01/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,0.0
07/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,0.0
07/01/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
07/02/2025,75,Đồng Nai,26026,Phường Tân Mai,0.0,0.0,0.0
07/02/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,0.0
07/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
07/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,0.0
07/02/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
07/03/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
07/03/2025,75,Đồng Nai,26026,Phường Tân Mai,0.0,0.0,0.0
07/03/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,0.0
07/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
07/03/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
07/03/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
07/04/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26362,Xã Sông Ray,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,0.0
07/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26020,Phường Long Bình,2352014.0,0.0,0.0
07/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26050,Phường An Bình,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,204226941.0,0.0,0.0
07/06/2025,75,Đồng Nai,26068,Phường Hóa An,48433456.0,0.0,0.0
07/06/2025,75,Đồng Nai,26095,Phường Suối Tre,55429361.5,0.0,0.0
07/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,21186018.0,0.0,0.0
07/06/2025,75,Đồng Nai,26239,Xã Túc Trưng,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26296,Xã An Viễn,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,35830574.0,0.0,0.0
07/06/2025,75,Đồng Nai,26362,Xã Sông Ray,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,41587882.0,0.0,0.0
07/06/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26377,Phường Phước Tân,6861523.0,0.0,0.0
07/06/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,0.0
07/06/2025,75,Đồng Nai,26452,Xã Suối Cát,16838438.4,0.0,0.0
07/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,7612920.0,0.0,0.0
07/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,23467317.0,0.0,0.0
07/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,37081367.0,0.0,0.0
07/07/2025,75,Đồng Nai,25996,Phường Tân Phong,126232931.72,0.0,0.0
07/07/2025,75,Đồng Nai,26002,Phường Hố Nai,9564239.0,0.0,0.0
07/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,19029705.0,0.0,0.0
07/07/2025,75,Đồng Nai,26029,Phường Thống Nhất,152135802.52,0.0,0.0
07/07/2025,75,Đồng Nai,26050,Phường An Bình,23594222.0,0.0,0.0
07/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,57934966.0,0.0,0.0
07/07/2025,75,Đồng Nai,26068,Phường Hóa An,41245979.0,0.0,0.0
07/07/2025,75,Đồng Nai,26095,Phường Suối Tre,402898111.0,0.0,0.0
07/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,168928605.0,0.0,0.0
07/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,26080225.0,0.0,0.0
07/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,52020447.0,0.0,0.0
07/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,381593406.0,0.0,0.0
07/07/2025,75,Đồng Nai,26296,Xã An Viễn,33193103.0,0.0,0.0
07/07/2025,75,Đồng Nai,26299,Xã Gia Tân 1,8052517.0,0.0,0.0
07/07/2025,75,Đồng Nai,26311,Xã Quang Trung,64203113.0,0.0,0.0
07/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,36459848.0,0.0,0.0
07/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,43779644.0,0.0,0.0
07/07/2025,75,Đồng Nai,26362,Xã Sông Ray,23880485.0,0.0,0.0
07/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,231113167.2,0.0,0.0
07/07/2025,75,Đồng Nai,26374,Phường Tam Phước,59800594.0,0.0,0.0
07/07/2025,75,Đồng Nai,26377,Phường Phước Tân,32634876.0,0.0,0.0
07/07/2025,75,Đồng Nai,26416,Xã Phước Bình,22775541.0,0.0,0.0
07/07/2025,75,Đồng Nai,26452,Xã Suối Cát,8492996.0,0.0,0.0
07/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,253004562.0,0.0,0.0
07/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,272100247.0,0.0,0.0
07/08/2025,75,Đồng Nai,25996,Phường Tân Phong,50438617.15,0.0,0.0
07/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,4096675.0,0.0,0.0
07/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,625019756.0,0.0,0.0
07/08/2025,75,Đồng Nai,26068,Phường Hóa An,33047161.0,0.0,0.0
07/08/2025,75,Đồng Nai,26095,Phường Suối Tre,751211697.5,0.0,0.0
07/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,81235511.0,0.0,0.0
07/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,511173279.52,0.0,0.0
07/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,175925556.0,0.0,0.0
07/08/2025,75,Đồng Nai,26296,Xã An Viễn,19402561.0,0.0,0.0
07/08/2025,75,Đồng Nai,26311,Xã Quang Trung,51353754.0,0.0,0.0
07/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,9363630.0,0.0,0.0
07/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,301701498.4,0.0,0.0
07/08/2025,75,Đồng Nai,26416,Xã Phước Bình,24728195.0,0.0,0.0
07/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,749900.0,0.0,0.0
07/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,10258623.0,0.0,0.0
07/09/2025,75,Đồng Nai,26056,Phường Long Bình Tân,98765694.0,0.0,0.0
07/09/2025,75,Đồng Nai,26095,Phường Suối Tre,278802505.4,0.0,0.0
07/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,39296408.0,0.0,0.0
07/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,91176407.8,0.0,0.0
07/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,46524184.0,0.0,0.0
07/09/2025,75,Đồng Nai,26296,Xã An Viễn,11559826.0,0.0,0.0
07/09/2025,75,Đồng Nai,26311,Xã Quang Trung,26604498.0,0.0,0.0
07/09/2025,75,Đồng Nai,26362,Xã Sông Ray,4856565.0,0.0,0.0
07/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,75900712.0,0.0,0.0
07/09/2025,75,Đồng Nai,26389,Xã Long Đức,3884418.0,0.0,0.0
07/09/2025,75,Đồng Nai,26416,Xã Phước Bình,13656843.0,0.0,0.0
07/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,32463159.0,0.0,0.0
08/01/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,0.0
08/01/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,0.0
08/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,0.0
08/01/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
08/02/2025,75,Đồng Nai,26026,Phường Tân Mai,0.0,0.0,0.0
08/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
08/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,0.0
08/02/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
08/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
08/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,0.0,0.0,0.0
08/03/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,0.0
08/03/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26026,Phường Tân Mai,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26470,Xã Phước Thiền,0.0,0.0,0.0
08/04/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,0.0
08/05/2023,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26362,Xã Sông Ray,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26479,Thị Trấn Hiệp Phước,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,0.0
08/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,0.0
08/06/2023,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26050,Phường An Bình,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,14048357.0,0.0,0.0
08/06/2025,75,Đồng Nai,26068,Phường Hóa An,844260.0,0.0,0.0
08/06/2025,75,Đồng Nai,26095,Phường Suối Tre,73381648.0,0.0,0.0
08/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,47312103.0,0.0,0.0
08/06/2025,75,Đồng Nai,26239,Xã Túc Trưng,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26296,Xã An Viễn,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,18871914.0,0.0,0.0
08/06/2025,75,Đồng Nai,26362,Xã Sông Ray,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,30284487.0,0.0,0.0
08/06/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26377,Phường Phước Tân,14929514.0,0.0,0.0
08/06/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26452,Xã Suối Cát,14480714.0,0.0,0.0
08/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,5516880.0,0.0,0.0
08/06/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,0.0
08/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,21767181.0,0.0,0.0
08/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,16919960.0,0.0,0.0
08/07/2025,75,Đồng Nai,25996,Phường Tân Phong,80138878.52,0.0,0.0
08/07/2025,75,Đồng Nai,26002,Phường Hố Nai,36500.0,0.0,0.0
08/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,10360467.0,0.0,0.0
08/07/2025,75,Đồng Nai,26050,Phường An Bình,80000.0,0.0,0.0
08/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,156296928.0,0.0,0.0
08/07/2025,75,Đồng Nai,26068,Phường Hóa An,32994081.0,0.0,0.0
08/07/2025,75,Đồng Nai,26095,Phường Suối Tre,420680304.44,0.0,0.0
08/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,185855126.0,0.0,0.0
08/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,21921697.0,0.0,0.0
08/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,56231812.0,0.0,0.0
08/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,166693562.0,0.0,0.0
08/07/2025,75,Đồng Nai,26296,Xã An Viễn,24842989.0,0.0,0.0
08/07/2025,75,Đồng Nai,26299,Xã Gia Tân 1,6372187.0,0.0,0.0
08/07/2025,75,Đồng Nai,26311,Xã Quang Trung,43686991.0,0.0,0.0
08/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,24716243.0,0.0,0.0
08/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,57412691.0,0.0,0.0
08/07/2025,75,Đồng Nai,26362,Xã Sông Ray,20763058.0,0.0,0.0
08/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,210434509.4,0.0,0.0
08/07/2025,75,Đồng Nai,26374,Phường Tam Phước,38208631.0,0.0,0.0
08/07/2025,75,Đồng Nai,26377,Phường Phước Tân,72063278.0,0.0,0.0
08/07/2025,75,Đồng Nai,26416,Xã Phước Bình,54442792.0,0.0,0.0
08/07/2025,75,Đồng Nai,26452,Xã Suối Cát,8568900.0,0.0,0.0
08/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,113527924.0,0.0,0.0
08/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,38736046.0,0.0,0.0
08/08/2025,75,Đồng Nai,25996,Phường Tân Phong,52773220.94,0.0,0.0
08/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,4724666.0,0.0,0.0
08/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,0.0
08/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,570180550.0,0.0,0.0
08/08/2025,75,Đồng Nai,26068,Phường Hóa An,48163408.0,0.0,0.0
08/08/2025,75,Đồng Nai,26095,Phường Suối Tre,787238898.64,0.0,0.0
08/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,66587678.0,0.0,0.0
08/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,537866288.44,0.0,0.0
08/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,170661605.0,0.0,0.0
08/08/2025,75,Đồng Nai,26296,Xã An Viễn,36421834.0,0.0,0.0
08/08/2025,75,Đồng Nai,26311,Xã Quang Trung,56763238.0,0.0,0.0
08/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,12715155.0,0.0,0.0
08/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,343346238.0,0.0,0.0
08/08/2025,75,Đồng Nai,26416,Xã Phước Bình,6988800.0,0.0,0.0
08/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,2037136.0,0.0,0.0
08/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,11681482.0,0.0,0.0
08/09/2025,75,Đồng Nai,25993,Phường Trảng Dài,14169753.0,0.0,0.0
08/09/2025,75,Đồng Nai,25996,Phường Tân Phong,13920898.32,0.0,0.0
08/09/2025,75,Đồng Nai,26068,Phường Hóa An,36831212.0,0.0,0.0
08/09/2025,75,Đồng Nai,26095,Phường Suối Tre,417547983.9,0.0,0.0
08/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,67841526.0,0.0,0.0
08/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,349993797.3,0.0,0.0
08/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,37855787.0,0.0,0.0
08/09/2025,75,Đồng Nai,26311,Xã Quang Trung,41612460.0,0.0,0.0
08/09/2025,75,Đồng Nai,26317,Xã Hưng Lộc,32737347.0,0.0,0.0
08/09/2025,75,Đồng Nai,26362,Xã Sông Ray,42251393.0,0.0,0.0
08/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,181851707.0,0.0,0.0
08/09/2025,75,Đồng Nai,26389,Xã Long Đức,12198546.0,0.0,0.0
08/09/2025,75,Đồng Nai,26416,Xã Phước Bình,23173523.0,0.0,0.0
08/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,18614497.0,0.0,0.0
09/01/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,0.0
09/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,0.0
09/01/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
09/02/2025,75,Đồng Nai,26026,Phường Tân Mai,0.0,0.0,0.0
09/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
09/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,0.0
09/02/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
09/03/2025,75,Đồng Nai,26026,Phường Tân Mai,0.0,0.0,0.0
09/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
09/03/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
09/03/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26026,Phường Tân Mai,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,0.0
09/04/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,0.0
09/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,0.0
