Ngày,Mã tỉnh,Tên tỉnh,Mã phường,Tên phường,Số ca chuyển tuyến,Số ca vượt tuyến,Lượt điều trị,Lượt tái khám,Lượt KCB BHYT,Số ca mắc mới
08/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,477.0,0.0,470.0,0.0
08/09/2025,75,Đồng Nai,26389,Xã Long Đức,0.0,0.0,72.0,0.0,72.0,0.0
08/09/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,111.0,0.0,111.0,0.0
08/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,85.0,0.0,85.0,0.0
08/10/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0,30.0,0.0,0.0
09/01/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,4.0,0.0,4.0,4.0
09/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,586.0,0.0,586.0,586.0
09/01/2025,75,Đồng Nai,26452,Xã Suối Cát,38.0,0.0,683.0,54.0,683.0,683.0
09/02/2025,75,Đồng Nai,26026,Phường Tân Mai,12.0,0.0,135.0,0.0,135.0,135.0
09/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,54.0,0.0,54.0,54.0
09/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,59.0,0.0,59.0,59.0
09/02/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,46.0,103.0,46.0,46.0
09/03/2025,75,Đồng Nai,26026,Phường Tân Mai,2.0,0.0,86.0,0.0,86.0,86.0
09/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,184.0,0.0,184.0,184.0
09/03/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,66.0,135.0,66.0,66.0
09/03/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,2.0,0.0,0.0,2.0
09/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,163.0,5.0,163.0,163.0
09/04/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,61.0,0.0,61.0,61.0
09/04/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,15.0,0.0,15.0,15.0
09/04/2025,75,Đồng Nai,26026,Phường Tân Mai,1.0,0.0,48.0,0.0,48.0,48.0
09/04/2025,75,Đồng Nai,26095,Phường Suối Tre,3.0,0.0,543.0,0.0,543.0,543.0
09/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,454.0,0.0,454.0,454.0
09/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,93.0,0.0,93.0,93.0
09/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,522.0,0.0,522.0,522.0
09/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,540.0,0.0,540.0,540.0
09/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,71.0,0.0,71.0,71.0
09/04/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,6.0,0.0,6.0,6.0
09/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,14.0,0.0,14.0,14.0
09/04/2025,75,Đồng Nai,26452,Xã Suối Cát,27.0,0.0,739.0,113.0,739.0,739.0
09/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,2.0,0.0,0.0,2.0
09/04/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,4.0,0.0,4.0,4.0
09/05/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,90.0,3.0,90.0,90.0
09/05/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,84.0,0.0,84.0,84.0
09/05/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,6.0,0.0,6.0,6.0
09/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,94.0,0.0,94.0,94.0
09/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,414.0,0.0,414.0,414.0
09/05/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,145.0,0.0,131.0,145.0
09/05/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,1114.0,0.0,1114.0,1114.0
09/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,392.0,0.0,392.0,392.0
09/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,40.0,0.0,40.0,40.0
09/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,490.0,0.0,490.0,490.0
09/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,9.0,0.0,503.0,0.0,503.0,503.0
09/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,0.0,0.0,3.0,0.0,3.0,3.0
09/05/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,8.0,0.0,8.0,8.0
09/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,8.0,0.0,8.0,8.0
09/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,454.0,0.0,454.0,454.0
09/05/2025,75,Đồng Nai,26362,Xã Sông Ray,0.0,0.0,86.0,0.0,86.0,86.0
09/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,538.0,0.0,538.0,538.0
09/05/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,109.0,0.0,109.0,109.0
09/05/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,34.0,0.0,34.0,34.0
09/05/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,62.0,0.0,62.0,62.0
09/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,2.0,0.0,2.0,2.0
09/05/2025,75,Đồng Nai,26452,Xã Suối Cát,11.0,0.0,616.0,3.0,616.0,616.0
09/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,329.0,0.0,329.0,329.0
09/05/2025,75,Đồng Nai,26470,Xã Phước Thiền,0.0,0.0,5.0,0.0,5.0,5.0
09/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,72.0,0.0,72.0,72.0
09/06/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0,3.0,0.0,0.0
09/06/2025,75,Đồng Nai,25996,Phường Tân Phong,9.0,0.0,421.0,0.0,421.0,421.0
09/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,113.0,1.0,113.0,113.0
09/06/2025,75,Đồng Nai,26020,Phường Long Bình,0.0,0.0,64.0,0.0,64.0,64.0
09/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,439.0,2.0,439.0,439.0
09/06/2025,75,Đồng Nai,26050,Phường An Bình,0.0,0.0,57.0,0.0,57.0,57.0
09/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2.0,0.0,123.0,0.0,123.0,123.0
09/06/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,418.0,0.0,394.0,418.0
09/06/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,485.0,0.0,485.0,485.0
09/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,632.0,0.0,632.0,632.0
09/06/2025,75,Đồng Nai,26239,Xã Túc Trưng,1.0,0.0,110.0,0.0,110.0,110.0
09/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1.0,0.0,314.0,0.0,314.0,314.0
09/06/2025,75,Đồng Nai,26296,Xã An Viễn,2.0,0.0,232.0,0.0,232.0,232.0
09/06/2025,75,Đồng Nai,26311,Xã Quang Trung,5.0,0.0,198.0,0.0,198.0,198.0
09/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,9.0,0.0,9.0,9.0
09/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,610.0,0.0,610.0,610.0
09/06/2025,75,Đồng Nai,26362,Xã Sông Ray,5.0,0.0,133.0,0.0,133.0,133.0
09/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,4.0,0.0,564.0,0.0,564.0,564.0
09/06/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,118.0,0.0,118.0,118.0
09/06/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,48.0,0.0,48.0,48.0
09/06/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,87.0,0.0,87.0,87.0
09/06/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,13.0,30.0,13.0,13.0
09/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,402.0,0.0,402.0,402.0
09/06/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,55.0,0.0,55.0,55.0
09/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,97.0,0.0,97.0,97.0
09/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,118.0,4.0,118.0,0.0
09/07/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,43.0,0.0,43.0,0.0
09/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,93.0,6.0,93.0,0.0
09/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,0.0,0.0,28.0,0.0,28.0,0.0
09/07/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,143.0,0.0,138.0,0.0
09/07/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,40.0,0.0,40.0,0.0
09/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,481.0,0.0,481.0,0.0
09/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,51.0,0.0,51.0,0.0
09/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,10.0,0.0,10.0,0.0
09/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,124.0,0.0,124.0,0.0
09/07/2025,75,Đồng Nai,26296,Xã An Viễn,0.0,0.0,95.0,0.0,95.0,0.0
09/07/2025,75,Đồng Nai,26299,Xã Gia Tân 1,1.0,0.0,45.0,0.0,45.0,0.0
09/07/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,148.0,0.0,148.0,0.0
09/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,2.0,0.0,87.0,0.0,87.0,0.0
09/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,31.0,0.0,31.0,0.0
09/07/2025,75,Đồng Nai,26362,Xã Sông Ray,0.0,0.0,3.0,0.0,3.0,0.0
09/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,16.0,0.0,16.0,0.0
09/07/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,84.0,0.0,84.0,0.0
09/07/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,53.0,0.0,53.0,0.0
09/07/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,1.0,13.0,1.0,0.0
09/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,354.0,0.0,354.0,0.0
09/08/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,421.0,0.0,0.0,0.0
09/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,1.0,4.0,1.0,0.0
09/08/2025,75,Đồng Nai,26050,Phường An Bình,0.0,0.0,53.0,0.0,53.0,0.0
09/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,0.0,0.0,1052.0,0.0,1052.0,0.0
09/08/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,190.0,0.0,190.0,0.0
09/08/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,200.0,0.0,200.0,0.0
09/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,177.0,0.0,177.0,0.0
09/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,184.0,0.0,184.0,0.0
09/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,760.0,0.0,760.0,0.0
09/08/2025,75,Đồng Nai,26296,Xã An Viễn,0.0,0.0,140.0,0.0,140.0,0.0
09/08/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,156.0,0.0,156.0,0.0
09/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,45.0,0.0,45.0,0.0
09/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,106.0,0.0,106.0,0.0
09/08/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,101.0,0.0,101.0,0.0
09/08/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0,1.0,0.0,0.0
09/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,355.0,0.0,355.0,0.0
09/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,17.0,0.0,17.0,0.0
09/09/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,60.0,135.0,60.0,0.0
09/09/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,73.0,0.0,73.0,0.0
09/09/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,123.0,0.0,123.0,0.0
09/09/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,1308.0,0.0,1273.0,0.0
09/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,111.0,0.0,111.0,0.0
09/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,622.0,0.0,617.0,0.0
09/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,133.0,0.0,124.0,0.0
09/09/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,82.0,0.0,82.0,0.0
09/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,445.0,0.0,406.0,0.0
09/09/2025,75,Đồng Nai,26389,Xã Long Đức,0.0,0.0,53.0,0.0,53.0,0.0
09/09/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,94.0,0.0,94.0,0.0
09/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,58.0,0.0,58.0,0.0
09/10/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0,26.0,0.0,0.0
10/01/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,3.0,0.0,3.0,3.0
10/01/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,2.0,0.0,2.0,2.0
10/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,565.0,0.0,565.0,565.0
10/01/2025,75,Đồng Nai,26452,Xã Suối Cát,31.0,0.0,707.0,5.0,707.0,707.0
10/02/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,1.0,0.0,1.0,1.0
10/02/2025,75,Đồng Nai,26026,Phường Tân Mai,298.0,0.0,1216.0,0.0,1216.0,1216.0
10/02/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,5.0,0.0,5.0,5.0
10/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,159.0,0.0,159.0,159.0
10/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,690.0,0.0,690.0,690.0
10/02/2025,75,Đồng Nai,26452,Xã Suối Cát,52.0,0.0,870.0,98.0,870.0,870.0
10/03/2023,75,Đồng Nai,26341,Thị Trấn Long Giao,0.0,0.0,1.0,0.0,1.0,1.0
10/03/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,22.0,0.0,22.0,22.0
10/03/2025,75,Đồng Nai,26026,Phường Tân Mai,134.0,0.0,848.0,0.0,848.0,848.0
10/03/2025,75,Đồng Nai,26080,Phường Xuân An,0.0,0.0,4.0,0.0,4.0,4.0
10/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,1311.0,0.0,1311.0,1311.0
10/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,0.0,0.0,15.0,0.0,15.0,15.0
10/03/2025,75,Đồng Nai,26452,Xã Suối Cát,45.0,0.0,793.0,99.0,793.0,793.0
10/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,231.0,10.0,231.0,231.0
10/04/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,60.0,0.0,60.0,60.0
10/04/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,9.0,0.0,9.0,9.0
10/04/2025,75,Đồng Nai,26026,Phường Tân Mai,60.0,0.0,340.0,0.0,340.0,340.0
10/04/2025,75,Đồng Nai,26095,Phường Suối Tre,29.0,0.0,1769.0,0.0,1769.0,1769.0
10/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,374.0,0.0,374.0,374.0
10/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,684.0,0.0,684.0,684.0
10/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,464.0,0.0,464.0,464.0
10/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,530.0,0.0,530.0,530.0
10/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,561.0,0.0,561.0,561.0
10/04/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,21.0,0.0,21.0,21.0
10/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,7.0,0.0,7.0,7.0
10/04/2025,75,Đồng Nai,26452,Xã Suối Cát,31.0,0.0,636.0,122.0,636.0,636.0
10/04/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,1.0,0.0,1.0,1.0
10/05/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0,2.0,0.0,0.0
10/05/2025,75,Đồng Nai,25996,Phường Tân Phong,2.0,0.0,180.0,0.0,180.0,180.0
10/05/2025,75,Đồng Nai,25999,Phường Tân Biên,0.0,0.0,4.0,0.0,4.0,4.0
10/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,128.0,0.0,128.0,128.0
10/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,46.0,1.0,46.0,46.0
10/05/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,201.0,0.0,196.0,201.0
10/05/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,161.0,0.0,161.0,161.0
10/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,116.0,0.0,116.0,116.0
10/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,141.0,0.0,141.0,141.0
10/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,2.0,0.0,914.0,0.0,914.0,914.0
10/05/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,8.0,0.0,8.0,8.0
10/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,9.0,0.0,9.0,9.0
10/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,154.0,0.0,154.0,154.0
10/05/2025,75,Đồng Nai,26362,Xã Sông Ray,1.0,0.0,86.0,0.0,86.0,86.0
10/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,35.0,0.0,35.0,35.0
10/05/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,164.0,0.0,164.0,164.0
10/05/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,1.0,0.0,1.0,1.0
10/05/2025,75,Đồng Nai,26389,Xã Long Đức,0.0,0.0,2.0,0.0,2.0,2.0
10/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,0.0,0.0,75.0,0.0,75.0,75.0
10/05/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,42.0,3.0,42.0,42.0
10/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,4.0,0.0,4.0,4.0
10/05/2025,75,Đồng Nai,26485,Xã Phú Hội,0.0,0.0,1.0,0.0,1.0,1.0
10/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,69.0,0.0,69.0,69.0
10/06/2024,75,Đồng Nai,26035,Phường Tam Hòa,0.0,0.0,1.0,0.0,1.0,1.0
10/06/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,0.0,0.0,3.0,0.0,3.0,3.0
10/06/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0,8.0,0.0,0.0
10/06/2025,75,Đồng Nai,25996,Phường Tân Phong,7.0,0.0,328.0,0.0,328.0,328.0
10/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1.0,0.0,95.0,0.0,95.0,95.0
10/06/2025,75,Đồng Nai,26020,Phường Long Bình,0.0,0.0,30.0,0.0,30.0,30.0
10/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,11.0,1.0,11.0,11.0
10/06/2025,75,Đồng Nai,26035,Phường Tam Hòa,0.0,0.0,2.0,0.0,2.0,2.0
10/06/2025,75,Đồng Nai,26050,Phường An Bình,0.0,0.0,73.0,0.0,73.0,73.0
10/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1.0,0.0,114.0,0.0,114.0,114.0
10/06/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,257.0,0.0,250.0,257.0
10/06/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,1061.0,0.0,1061.0,1061.0
10/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,459.0,0.0,459.0,459.0
10/06/2025,75,Đồng Nai,26239,Xã Túc Trưng,2.0,0.0,113.0,0.0,113.0,113.0
10/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,15.0,0.0,635.0,0.0,635.0,635.0
10/06/2025,75,Đồng Nai,26296,Xã An Viễn,2.0,0.0,131.0,0.0,131.0,131.0
10/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,1.0,0.0,49.0,0.0,49.0,49.0
10/06/2025,75,Đồng Nai,26311,Xã Quang Trung,1.0,0.0,130.0,0.0,130.0,130.0
10/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,2.0,0.0,76.0,0.0,76.0,76.0
10/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,548.0,0.0,548.0,548.0
10/06/2025,75,Đồng Nai,26362,Xã Sông Ray,0.0,0.0,115.0,0.0,115.0,115.0
10/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,3.0,0.0,537.0,0.0,537.0,537.0
10/06/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,193.0,0.0,193.0,193.0
10/06/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,33.0,0.0,33.0,33.0
10/06/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,17.0,39.0,17.0,17.0
10/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,396.0,0.0,396.0,396.0
10/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,86.0,0.0,85.0,85.0
10/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,56.0,2.0,56.0,0.0
10/07/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,5.0,0.0,5.0,0.0
10/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,96.0,2.0,96.0,0.0
10/07/2025,75,Đồng Nai,26029,Phường Thống Nhất,0.0,0.0,0.0,2.0,0.0,0.0
10/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,0.0,0.0,51.0,0.0,51.0,0.0
10/07/2025,75,Đồng Nai,26068,Phường Hóa An,0.0,0.0,82.0,0.0,82.0,0.0
10/07/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,55.0,0.0,55.0,0.0
10/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,0.0,0.0,495.0,0.0,495.0,0.0
10/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,40.0,0.0,40.0,0.0
10/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,14.0,0.0,14.0,0.0
10/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,145.0,0.0,145.0,0.0
10/07/2025,75,Đồng Nai,26296,Xã An Viễn,0.0,0.0,131.0,0.0,131.0,0.0
10/07/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,164.0,0.0,164.0,0.0
10/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,0.0,0.0,28.0,0.0,28.0,0.0
10/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,13.0,0.0,13.0,0.0
10/07/2025,75,Đồng Nai,26374,Phường Tam Phước,0.0,0.0,13.0,0.0,13.0,0.0
10/07/2025,75,Đồng Nai,26377,Phường Phước Tân,0.0,0.0,21.0,0.0,21.0,0.0
10/07/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,2.0,0.0,2.0,0.0
10/07/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,1.0,5.0,1.0,0.0
10/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,407.0,0.0,407.0,0.0
10/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,0.0,0.0,4.0,0.0,4.0,0.0
10/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,0.0,0.0,0.0,61.0,0.0,0.0
10/08/2025,75,Đồng Nai,25996,Phường Tân Phong,0.0,0.0,292.0,0.0,0.0,0.0
10/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,0.0,0.0,0.0,2.0,0.0,0.0
10/08/2025,75,Đồng Nai,26050,Phường An Bình,0.0,0.0,8.0,0.0,8.0,0.0
10/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,0.0,0.0,552.0,0.0,552.0,0.0
10/08/2025,75,Đồng Nai,26095,Phường Suối Tre,0.0,0.0,822.0,0.0,822.0,0.0
10/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,0.0,0.0,114.0,0.0,114.0,0.0
10/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,0.0,0.0,164.0,0.0,164.0,0.0
10/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,0.0,0.0,540.0,0.0,540.0,0.0
10/08/2025,75,Đồng Nai,26296,Xã An Viễn,0.0,0.0,76.0,0.0,76.0,0.0
10/08/2025,75,Đồng Nai,26311,Xã Quang Trung,0.0,0.0,102.0,0.0,102.0,0.0
10/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,0.0,0.0,14.0,0.0,14.0,0.0
10/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,0.0,0.0,100.0,0.0,100.0,0.0
10/08/2025,75,Đồng Nai,26389,Xã Long Đức,0.0,0.0,6.0,0.0,6.0,0.0
10/08/2025,75,Đồng Nai,26416,Xã Phước Bình,0.0,0.0,1.0,0.0,1.0,0.0
10/08/2025,75,Đồng Nai,26452,Xã Suối Cát,0.0,0.0,0.0,10.0,0.0,0.0
10/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,0.0,0.0,288.0,0.0,288.0,0.0
