Ngày,Mã tỉnh,Tên tỉnh,Mã phường,Tên phường,Lượt khám chữa bệnh
07/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,39
07/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,503
07/08/2025,75,Đồng Nai,26416,Xã Phước Bình,86
07/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,1
07/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,14
07/09/2025,75,Đồng Nai,26056,Phường Long Bình Tân,354
07/09/2025,75,Đồng Nai,26095,Phường Suối Tre,467
07/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,97
07/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,83
07/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,124
07/09/2025,75,Đồng Nai,26296,Xã An Viễn,40
07/09/2025,75,Đồng Nai,26311,Xã Quang Trung,103
07/09/2025,75,Đồng Nai,26362,Xã Sông Ray,25
07/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,219
07/09/2025,75,Đồng Nai,26389,Xã Long Đức,18
07/09/2025,75,Đồng Nai,26416,Xã Phước Bình,64
07/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,77
08/01/2025,75,Đồng Nai,26080,Phường Xuân An,3
08/01/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1
08/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,474
08/01/2025,75,Đồng Nai,26452,Xã Suối Cát,675
08/02/2025,75,Đồng Nai,26026,Phường Tân Mai,11
08/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,68
08/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,12
08/02/2025,75,Đồng Nai,26452,Xã Suối Cát,75
08/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,56
08/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,8
08/03/2025,75,Đồng Nai,26377,Phường Phước Tân,1
08/03/2025,75,Đồng Nai,26452,Xã Suối Cát,70
08/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,135
08/04/2025,75,Đồng Nai,25996,Phường Tân Phong,105
08/04/2025,75,Đồng Nai,25999,Phường Tân Biên,11
08/04/2025,75,Đồng Nai,26026,Phường Tân Mai,4
08/04/2025,75,Đồng Nai,26068,Phường Hóa An,2
08/04/2025,75,Đồng Nai,26095,Phường Suối Tre,239
08/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,570
08/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,78
08/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,700
08/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,745
08/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,42
08/04/2025,75,Đồng Nai,26377,Phường Phước Tân,6
08/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,19
08/04/2025,75,Đồng Nai,26452,Xã Suối Cát,931
08/04/2025,75,Đồng Nai,26470,Xã Phước Thiền,1
08/04/2025,75,Đồng Nai,26485,Xã Phú Hội,4
08/05/2023,75,Đồng Nai,26248,Thị Trấn Trảng Bom,2
08/05/2025,75,Đồng Nai,25993,Phường Trảng Dài,439
08/05/2025,75,Đồng Nai,25996,Phường Tân Phong,67
08/05/2025,75,Đồng Nai,25999,Phường Tân Biên,9
08/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,71
08/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,586
08/05/2025,75,Đồng Nai,26068,Phường Hóa An,139
08/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1337
08/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,465
08/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,38
08/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,518
08/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,521
08/05/2025,75,Đồng Nai,26311,Xã Quang Trung,3
08/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,6
08/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,499
08/05/2025,75,Đồng Nai,26362,Xã Sông Ray,106
08/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,450
08/05/2025,75,Đồng Nai,26374,Phường Tam Phước,21
08/05/2025,75,Đồng Nai,26377,Phường Phước Tân,29
08/05/2025,75,Đồng Nai,26416,Xã Phước Bình,79
08/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,61
08/05/2025,75,Đồng Nai,26452,Xã Suối Cát,581
08/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,305
08/05/2025,75,Đồng Nai,26479,Thị Trấn Hiệp Phước,4
08/05/2025,75,Đồng Nai,26485,Xã Phú Hội,1
08/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,79
08/06/2023,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1
08/06/2025,75,Đồng Nai,25996,Phường Tân Phong,436
08/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,81
08/06/2025,75,Đồng Nai,26050,Phường An Bình,12
08/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,4
08/06/2025,75,Đồng Nai,26068,Phường Hóa An,106
08/06/2025,75,Đồng Nai,26095,Phường Suối Tre,167
08/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,176
08/06/2025,75,Đồng Nai,26239,Xã Túc Trưng,74
08/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,406
08/06/2025,75,Đồng Nai,26296,Xã An Viễn,102
08/06/2025,75,Đồng Nai,26311,Xã Quang Trung,208
08/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,57
08/06/2025,75,Đồng Nai,26362,Xã Sông Ray,39
08/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,209
08/06/2025,75,Đồng Nai,26374,Phường Tam Phước,75
08/06/2025,75,Đồng Nai,26377,Phường Phước Tân,2
08/06/2025,75,Đồng Nai,26416,Xã Phước Bình,49
08/06/2025,75,Đồng Nai,26452,Xã Suối Cát,26
08/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,282
08/06/2025,75,Đồng Nai,26485,Xã Phú Hội,3
08/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,74
08/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,84
08/07/2025,75,Đồng Nai,25996,Phường Tân Phong,8
08/07/2025,75,Đồng Nai,26002,Phường Hố Nai,1
08/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,104
08/07/2025,75,Đồng Nai,26050,Phường An Bình,1
08/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,27
08/07/2025,75,Đồng Nai,26068,Phường Hóa An,161
08/07/2025,75,Đồng Nai,26095,Phường Suối Tre,955
08/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,442
08/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,48
08/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,14
08/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,665
08/07/2025,75,Đồng Nai,26296,Xã An Viễn,65
08/07/2025,75,Đồng Nai,26299,Xã Gia Tân 1,22
08/07/2025,75,Đồng Nai,26311,Xã Quang Trung,147
08/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,83
08/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,29
08/07/2025,75,Đồng Nai,26362,Xã Sông Ray,93
08/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,603
08/07/2025,75,Đồng Nai,26374,Phường Tam Phước,112
08/07/2025,75,Đồng Nai,26377,Phường Phước Tân,26
08/07/2025,75,Đồng Nai,26416,Xã Phước Bình,192
08/07/2025,75,Đồng Nai,26452,Xã Suối Cát,3
08/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,413
08/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,202
08/08/2025,75,Đồng Nai,25996,Phường Tân Phong,335
08/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,4
08/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,1
08/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,989
08/08/2025,75,Đồng Nai,26068,Phường Hóa An,246
08/08/2025,75,Đồng Nai,26095,Phường Suối Tre,1107
08/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,162
08/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,763
08/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,636
08/08/2025,75,Đồng Nai,26296,Xã An Viễn,156
08/08/2025,75,Đồng Nai,26311,Xã Quang Trung,167
08/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,41
08/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,519
08/08/2025,75,Đồng Nai,26416,Xã Phước Bình,7
08/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,2
08/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,13
08/09/2025,75,Đồng Nai,25993,Phường Trảng Dài,82
08/09/2025,75,Đồng Nai,25996,Phường Tân Phong,40
08/09/2025,75,Đồng Nai,26068,Phường Hóa An,167
08/09/2025,75,Đồng Nai,26095,Phường Suối Tre,1464
08/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,216
08/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,691
08/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,171
08/09/2025,75,Đồng Nai,26311,Xã Quang Trung,196
08/09/2025,75,Đồng Nai,26317,Xã Hưng Lộc,142
08/09/2025,75,Đồng Nai,26362,Xã Sông Ray,112
08/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,470
08/09/2025,75,Đồng Nai,26389,Xã Long Đức,72
08/09/2025,75,Đồng Nai,26416,Xã Phước Bình,111
08/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,85
09/01/2025,75,Đồng Nai,26080,Phường Xuân An,4
09/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,586
09/01/2025,75,Đồng Nai,26452,Xã Suối Cát,683
09/02/2025,75,Đồng Nai,26026,Phường Tân Mai,135
09/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,54
09/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,59
09/02/2025,75,Đồng Nai,26452,Xã Suối Cát,46
09/03/2025,75,Đồng Nai,26026,Phường Tân Mai,86
09/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,184
09/03/2025,75,Đồng Nai,26452,Xã Suối Cát,66
09/03/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,2
09/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,163
09/04/2025,75,Đồng Nai,25996,Phường Tân Phong,61
09/04/2025,75,Đồng Nai,25999,Phường Tân Biên,15
09/04/2025,75,Đồng Nai,26026,Phường Tân Mai,48
09/04/2025,75,Đồng Nai,26095,Phường Suối Tre,543
09/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,454
09/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,93
09/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,522
09/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,540
09/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,71
09/04/2025,75,Đồng Nai,26377,Phường Phước Tân,6
09/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,14
09/04/2025,75,Đồng Nai,26452,Xã Suối Cát,739
09/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,2
09/04/2025,75,Đồng Nai,26485,Xã Phú Hội,4
09/05/2025,75,Đồng Nai,25993,Phường Trảng Dài,90
09/05/2025,75,Đồng Nai,25996,Phường Tân Phong,84
09/05/2025,75,Đồng Nai,25999,Phường Tân Biên,6
09/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,94
09/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,414
09/05/2025,75,Đồng Nai,26068,Phường Hóa An,145
09/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1114
09/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,392
09/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,40
09/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,490
09/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,503
09/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,3
09/05/2025,75,Đồng Nai,26311,Xã Quang Trung,8
09/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,8
09/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,454
09/05/2025,75,Đồng Nai,26362,Xã Sông Ray,86
09/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,538
09/05/2025,75,Đồng Nai,26374,Phường Tam Phước,109
09/05/2025,75,Đồng Nai,26377,Phường Phước Tân,34
09/05/2025,75,Đồng Nai,26416,Xã Phước Bình,62
09/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,2
09/05/2025,75,Đồng Nai,26452,Xã Suối Cát,616
09/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,329
09/05/2025,75,Đồng Nai,26470,Xã Phước Thiền,5
09/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,72
09/06/2025,75,Đồng Nai,25996,Phường Tân Phong,421
09/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,113
09/06/2025,75,Đồng Nai,26020,Phường Long Bình,64
09/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,439
09/06/2025,75,Đồng Nai,26050,Phường An Bình,57
09/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,123
09/06/2025,75,Đồng Nai,26068,Phường Hóa An,418
09/06/2025,75,Đồng Nai,26095,Phường Suối Tre,485
09/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,632
09/06/2025,75,Đồng Nai,26239,Xã Túc Trưng,110
09/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,314
09/06/2025,75,Đồng Nai,26296,Xã An Viễn,232
09/06/2025,75,Đồng Nai,26311,Xã Quang Trung,198
09/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,9
09/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,610
09/06/2025,75,Đồng Nai,26362,Xã Sông Ray,133
09/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,564
09/06/2025,75,Đồng Nai,26374,Phường Tam Phước,118
09/06/2025,75,Đồng Nai,26377,Phường Phước Tân,48
09/06/2025,75,Đồng Nai,26416,Xã Phước Bình,87
09/06/2025,75,Đồng Nai,26452,Xã Suối Cát,13
09/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,402
09/06/2025,75,Đồng Nai,26485,Xã Phú Hội,55
09/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,97
09/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,118
09/07/2025,75,Đồng Nai,25996,Phường Tân Phong,43
09/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,93
09/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,28
09/07/2025,75,Đồng Nai,26068,Phường Hóa An,143
09/07/2025,75,Đồng Nai,26095,Phường Suối Tre,40
09/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,481
09/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,51
09/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,10
09/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,124
09/07/2025,75,Đồng Nai,26296,Xã An Viễn,95
09/07/2025,75,Đồng Nai,26299,Xã Gia Tân 1,45
09/07/2025,75,Đồng Nai,26311,Xã Quang Trung,148
09/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,87
09/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,31
09/07/2025,75,Đồng Nai,26362,Xã Sông Ray,3
09/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,16
09/07/2025,75,Đồng Nai,26374,Phường Tam Phước,84
09/07/2025,75,Đồng Nai,26377,Phường Phước Tân,53
09/07/2025,75,Đồng Nai,26452,Xã Suối Cát,1
09/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,354
09/08/2025,75,Đồng Nai,25996,Phường Tân Phong,421
09/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,1
09/08/2025,75,Đồng Nai,26050,Phường An Bình,53
09/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1052
09/08/2025,75,Đồng Nai,26068,Phường Hóa An,190
09/08/2025,75,Đồng Nai,26095,Phường Suối Tre,200
09/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,177
09/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,184
09/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,760
09/08/2025,75,Đồng Nai,26296,Xã An Viễn,140
09/08/2025,75,Đồng Nai,26311,Xã Quang Trung,156
09/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,45
09/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,106
09/08/2025,75,Đồng Nai,26416,Xã Phước Bình,101
09/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,355
09/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,17
09/09/2025,75,Đồng Nai,25993,Phường Trảng Dài,60
09/09/2025,75,Đồng Nai,25996,Phường Tân Phong,73
09/09/2025,75,Đồng Nai,26068,Phường Hóa An,123
09/09/2025,75,Đồng Nai,26095,Phường Suối Tre,1273
09/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,111
09/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,617
09/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,124
09/09/2025,75,Đồng Nai,26317,Xã Hưng Lộc,82
09/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,406
09/09/2025,75,Đồng Nai,26389,Xã Long Đức,53
09/09/2025,75,Đồng Nai,26416,Xã Phước Bình,94
09/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,58
10/01/2025,75,Đồng Nai,26080,Phường Xuân An,3
10/01/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,2
10/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,565
10/01/2025,75,Đồng Nai,26452,Xã Suối Cát,707
10/02/2025,75,Đồng Nai,25996,Phường Tân Phong,1
10/02/2025,75,Đồng Nai,26026,Phường Tân Mai,1216
10/02/2025,75,Đồng Nai,26080,Phường Xuân An,5
10/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,159
10/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,690
10/02/2025,75,Đồng Nai,26452,Xã Suối Cát,870
10/03/2023,75,Đồng Nai,26341,Thị Trấn Long Giao,1
10/03/2025,75,Đồng Nai,25996,Phường Tân Phong,22
10/03/2025,75,Đồng Nai,26026,Phường Tân Mai,848
10/03/2025,75,Đồng Nai,26080,Phường Xuân An,4
10/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1311
10/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,15
10/03/2025,75,Đồng Nai,26452,Xã Suối Cát,793
10/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,231
10/04/2025,75,Đồng Nai,25996,Phường Tân Phong,60
10/04/2025,75,Đồng Nai,25999,Phường Tân Biên,9
10/04/2025,75,Đồng Nai,26026,Phường Tân Mai,340
10/04/2025,75,Đồng Nai,26095,Phường Suối Tre,1769
10/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,374
10/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,684
10/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,464
10/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,530
10/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,561
10/04/2025,75,Đồng Nai,26377,Phường Phước Tân,21
10/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,7
10/04/2025,75,Đồng Nai,26452,Xã Suối Cát,636
10/04/2025,75,Đồng Nai,26485,Xã Phú Hội,1
10/05/2025,75,Đồng Nai,25996,Phường Tân Phong,180
10/05/2025,75,Đồng Nai,25999,Phường Tân Biên,4
10/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,128
10/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,46
10/05/2025,75,Đồng Nai,26068,Phường Hóa An,201
10/05/2025,75,Đồng Nai,26095,Phường Suối Tre,161
10/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,116
10/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,141
10/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,914
10/05/2025,75,Đồng Nai,26311,Xã Quang Trung,8
10/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,9
10/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,154
10/05/2025,75,Đồng Nai,26362,Xã Sông Ray,86
10/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,35
10/05/2025,75,Đồng Nai,26374,Phường Tam Phước,164
10/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1
10/05/2025,75,Đồng Nai,26389,Xã Long Đức,2
10/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,75
10/05/2025,75,Đồng Nai,26452,Xã Suối Cát,42
10/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,4
10/05/2025,75,Đồng Nai,26485,Xã Phú Hội,1
10/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,69
10/06/2024,75,Đồng Nai,26035,Phường Tam Hòa,1
10/06/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,3
10/06/2025,75,Đồng Nai,25996,Phường Tân Phong,328
10/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,95
10/06/2025,75,Đồng Nai,26020,Phường Long Bình,30
10/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,11
10/06/2025,75,Đồng Nai,26035,Phường Tam Hòa,2
10/06/2025,75,Đồng Nai,26050,Phường An Bình,73
10/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,114
10/06/2025,75,Đồng Nai,26068,Phường Hóa An,257
10/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1061
10/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,459
10/06/2025,75,Đồng Nai,26239,Xã Túc Trưng,113
10/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,635
10/06/2025,75,Đồng Nai,26296,Xã An Viễn,131
10/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,49
10/06/2025,75,Đồng Nai,26311,Xã Quang Trung,130
10/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,76
10/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,548
10/06/2025,75,Đồng Nai,26362,Xã Sông Ray,115
10/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,537
10/06/2025,75,Đồng Nai,26374,Phường Tam Phước,193
10/06/2025,75,Đồng Nai,26377,Phường Phước Tân,33
10/06/2025,75,Đồng Nai,26452,Xã Suối Cát,17
10/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,396
10/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,85
10/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,56
10/07/2025,75,Đồng Nai,25996,Phường Tân Phong,5
10/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,96
10/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,51
10/07/2025,75,Đồng Nai,26068,Phường Hóa An,82
10/07/2025,75,Đồng Nai,26095,Phường Suối Tre,55
10/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,495
10/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,40
10/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,14
10/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,145
10/07/2025,75,Đồng Nai,26296,Xã An Viễn,131
10/07/2025,75,Đồng Nai,26311,Xã Quang Trung,164
10/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,28
10/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,13
10/07/2025,75,Đồng Nai,26374,Phường Tam Phước,13
10/07/2025,75,Đồng Nai,26377,Phường Phước Tân,21
10/07/2025,75,Đồng Nai,26416,Xã Phước Bình,2
10/07/2025,75,Đồng Nai,26452,Xã Suối Cát,1
10/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,407
10/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,4
10/08/2025,75,Đồng Nai,25996,Phường Tân Phong,292
10/08/2025,75,Đồng Nai,26050,Phường An Bình,8
10/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,552
10/08/2025,75,Đồng Nai,26095,Phường Suối Tre,822
10/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,114
10/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,164
10/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,540
10/08/2025,75,Đồng Nai,26296,Xã An Viễn,76
10/08/2025,75,Đồng Nai,26311,Xã Quang Trung,102
10/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,14
10/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,100
10/08/2025,75,Đồng Nai,26389,Xã Long Đức,6
10/08/2025,75,Đồng Nai,26416,Xã Phước Bình,1
10/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,288
10/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,86
10/09/2025,75,Đồng Nai,25993,Phường Trảng Dài,159
10/09/2025,75,Đồng Nai,25996,Phường Tân Phong,99
10/09/2025,75,Đồng Nai,26068,Phường Hóa An,139
10/09/2025,75,Đồng Nai,26095,Phường Suối Tre,1144
10/09/2025,75,Đồng Nai,26188,Xã Thạnh Phú,125
10/09/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,359
10/09/2025,75,Đồng Nai,26272,Xã Hố Nai 3,121
10/09/2025,75,Đồng Nai,26296,Xã An Viễn,77
10/09/2025,75,Đồng Nai,26362,Xã Sông Ray,84
10/09/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,394
10/09/2025,75,Đồng Nai,26389,Xã Long Đức,47
10/09/2025,75,Đồng Nai,26416,Xã Phước Bình,98
10/09/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,80
10/12/2024,75,Đồng Nai,26452,Xã Suối Cát,1
11/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,9
11/01/2025,75,Đồng Nai,26452,Xã Suối Cát,66
11/02/2025,75,Đồng Nai,25993,Phường Trảng Dài,45
11/02/2025,75,Đồng Nai,26026,Phường Tân Mai,18
11/02/2025,75,Đồng Nai,26080,Phường Xuân An,1
11/02/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1
11/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,89
11/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,585
11/02/2025,75,Đồng Nai,26452,Xã Suối Cát,644
11/03/2025,75,Đồng Nai,25996,Phường Tân Phong,9
11/03/2025,75,Đồng Nai,26026,Phường Tân Mai,602
11/03/2025,75,Đồng Nai,26080,Phường Xuân An,2
11/03/2025,75,Đồng Nai,26095,Phường Suối Tre,2
11/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,890
11/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,9
11/03/2025,75,Đồng Nai,26272,Xã Hố Nai 3,2
11/03/2025,75,Đồng Nai,26452,Xã Suối Cát,686
11/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,82
