Ngày,Mã tỉnh,Tên tỉnh,Mã phường,Tên phường,Lượt khám chữa bệnh
15/08/2025,75,Đồng Nai,26095,Phường Suối Tre,1108
15/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,105
15/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,658
15/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,653
15/08/2025,75,Đồng Nai,26296,Xã An Viễn,9
15/08/2025,75,Đồng Nai,26311,Xã Quang Trung,178
15/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,90
15/08/2025,75,Đồng Nai,26362,Xã Sông Ray,95
15/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,608
15/08/2025,75,Đồng Nai,26389,Xã Long Đức,56
15/08/2025,75,Đồng Nai,26416,Xã Phước Bình,89
15/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,315
15/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,84
16/01/2025,75,Đồng Nai,25993,Phường Trảng Dài,41
16/01/2025,75,Đồng Nai,26080,Phường Xuân An,1
16/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,635
16/01/2025,75,Đồng Nai,26452,Xã Suối Cát,670
16/02/2025,75,Đồng Nai,26029,Phường Thống Nhất,2
16/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,88
16/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,58
16/02/2025,75,Đồng Nai,26452,Xã Suối Cát,70
16/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,228
16/03/2025,75,Đồng Nai,26452,Xã Suối Cát,53
16/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,286
16/04/2025,75,Đồng Nai,25996,Phường Tân Phong,63
16/04/2025,75,Đồng Nai,25999,Phường Tân Biên,3
16/04/2025,75,Đồng Nai,26095,Phường Suối Tre,1133
16/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,38
16/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,666
16/04/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,323
16/04/2025,75,Đồng Nai,26272,Xã Hố Nai 3,455
16/04/2025,75,Đồng Nai,26275,Xã Tây Hoà,1
16/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,515
16/04/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,2
16/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,440
16/04/2025,75,Đồng Nai,26377,Phường Phước Tân,42
16/04/2025,75,Đồng Nai,26452,Xã Suối Cát,640
16/05/2025,75,Đồng Nai,25996,Phường Tân Phong,280
16/05/2025,75,Đồng Nai,25999,Phường Tân Biên,15
16/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,113
16/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,548
16/05/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1
16/05/2025,75,Đồng Nai,26068,Phường Hóa An,143
16/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1008
16/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,384
16/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,1
16/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,540
16/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,586
16/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,408
16/05/2025,75,Đồng Nai,26311,Xã Quang Trung,161
16/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,93
16/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,556
16/05/2025,75,Đồng Nai,26362,Xã Sông Ray,105
16/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,478
16/05/2025,75,Đồng Nai,26374,Phường Tam Phước,13
16/05/2025,75,Đồng Nai,26377,Phường Phước Tân,37
16/05/2025,75,Đồng Nai,26416,Xã Phước Bình,6
16/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,65
16/05/2025,75,Đồng Nai,26452,Xã Suối Cát,44
16/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,367
16/05/2025,75,Đồng Nai,26479,Thị Trấn Hiệp Phước,5
16/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,56
16/06/2025,75,Đồng Nai,25996,Phường Tân Phong,417
16/06/2025,75,Đồng Nai,25999,Phường Tân Biên,5
16/06/2025,75,Đồng Nai,26002,Phường Hố Nai,27
16/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,321
16/06/2025,75,Đồng Nai,26020,Phường Long Bình,54
16/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,644
16/06/2025,75,Đồng Nai,26050,Phường An Bình,42
16/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2034
16/06/2025,75,Đồng Nai,26068,Phường Hóa An,258
16/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1563
16/06/2025,75,Đồng Nai,26170,Thị Trấn Vĩnh An,1
16/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,381
16/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,1004
16/06/2025,75,Đồng Nai,26296,Xã An Viễn,133
16/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,39
16/06/2025,75,Đồng Nai,26311,Xã Quang Trung,225
16/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,123
16/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,669
16/06/2025,75,Đồng Nai,26362,Xã Sông Ray,152
16/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,642
16/06/2025,75,Đồng Nai,26374,Phường Tam Phước,181
16/06/2025,75,Đồng Nai,26377,Phường Phước Tân,39
16/06/2025,75,Đồng Nai,26416,Xã Phước Bình,30
16/06/2025,75,Đồng Nai,26452,Xã Suối Cát,785
16/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,1290
16/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,96
16/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,136
16/07/2025,75,Đồng Nai,25996,Phường Tân Phong,16
16/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,84
16/07/2025,75,Đồng Nai,26068,Phường Hóa An,24
16/07/2025,75,Đồng Nai,26095,Phường Suối Tre,815
16/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,357
16/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,57
16/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,265
16/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,938
16/07/2025,75,Đồng Nai,26296,Xã An Viễn,73
16/07/2025,75,Đồng Nai,26299,Xã Gia Tân 1,47
16/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,98
16/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,18
16/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,31
16/07/2025,75,Đồng Nai,26377,Phường Phước Tân,31
16/07/2025,75,Đồng Nai,26416,Xã Phước Bình,48
16/07/2025,75,Đồng Nai,26452,Xã Suối Cát,4
16/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,327
16/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,77
16/08/2025,75,Đồng Nai,25996,Phường Tân Phong,414
16/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,83
16/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,4
16/08/2025,75,Đồng Nai,26050,Phường An Bình,34
16/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,843
16/08/2025,75,Đồng Nai,26068,Phường Hóa An,204
16/08/2025,75,Đồng Nai,26095,Phường Suối Tre,138
16/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,85
16/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,336
16/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,788
16/08/2025,75,Đồng Nai,26296,Xã An Viễn,55
16/08/2025,75,Đồng Nai,26311,Xã Quang Trung,144
16/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,92
16/08/2025,75,Đồng Nai,26362,Xã Sông Ray,65
16/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,181
16/08/2025,75,Đồng Nai,26389,Xã Long Đức,46
16/08/2025,75,Đồng Nai,26416,Xã Phước Bình,87
16/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,5
16/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,95
16/12/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,2
17/01/2025,75,Đồng Nai,26080,Phường Xuân An,1
17/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,741
17/01/2025,75,Đồng Nai,26452,Xã Suối Cát,684
17/02/2025,75,Đồng Nai,26026,Phường Tân Mai,3
17/02/2025,75,Đồng Nai,26029,Phường Thống Nhất,1
17/02/2025,75,Đồng Nai,26080,Phường Xuân An,1
17/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,179
17/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,680
17/02/2025,75,Đồng Nai,26452,Xã Suối Cát,840
17/03/2025,75,Đồng Nai,25996,Phường Tân Phong,15
17/03/2025,75,Đồng Nai,26026,Phường Tân Mai,18
17/03/2025,75,Đồng Nai,26080,Phường Xuân An,3
17/03/2025,75,Đồng Nai,26095,Phường Suối Tre,7
17/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1110
17/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,50
17/03/2025,75,Đồng Nai,26272,Xã Hố Nai 3,3
17/03/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1
17/03/2025,75,Đồng Nai,26452,Xã Suối Cát,850
17/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,161
17/04/2025,75,Đồng Nai,25996,Phường Tân Phong,54
17/04/2025,75,Đồng Nai,25999,Phường Tân Biên,4
17/04/2025,75,Đồng Nai,26095,Phường Suối Tre,956
17/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,595
17/04/2025,75,Đồng Nai,26272,Xã Hố Nai 3,466
17/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,582
17/04/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,1
17/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,399
17/04/2025,75,Đồng Nai,26377,Phường Phước Tân,16
17/04/2025,75,Đồng Nai,26452,Xã Suối Cát,675
17/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,1
17/05/2024,75,Đồng Nai,26035,Phường Tam Hòa,1
17/05/2025,75,Đồng Nai,25996,Phường Tân Phong,100
17/05/2025,75,Đồng Nai,25999,Phường Tân Biên,15
17/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,117
17/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,356
17/05/2025,75,Đồng Nai,26068,Phường Hóa An,317
17/05/2025,75,Đồng Nai,26095,Phường Suối Tre,97
17/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,121
17/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,2
17/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,82
17/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,619
17/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,18
17/05/2025,75,Đồng Nai,26311,Xã Quang Trung,2
17/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,106
17/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,155
17/05/2025,75,Đồng Nai,26362,Xã Sông Ray,79
17/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,111
17/05/2025,75,Đồng Nai,26374,Phường Tam Phước,92
17/05/2025,75,Đồng Nai,26377,Phường Phước Tân,1
17/05/2025,75,Đồng Nai,26416,Xã Phước Bình,89
17/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,64
17/05/2025,75,Đồng Nai,26452,Xã Suối Cát,21
17/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,375
17/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,65
17/06/2024,75,Đồng Nai,26206,Thị Trấn Định Quán,6
17/06/2025,75,Đồng Nai,25993,Phường Trảng Dài,1
17/06/2025,75,Đồng Nai,25996,Phường Tân Phong,358
17/06/2025,75,Đồng Nai,25999,Phường Tân Biên,13
17/06/2025,75,Đồng Nai,26002,Phường Hố Nai,44
17/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,291
17/06/2025,75,Đồng Nai,26020,Phường Long Bình,66
17/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,424
17/06/2025,75,Đồng Nai,26050,Phường An Bình,30
17/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1446
17/06/2025,75,Đồng Nai,26068,Phường Hóa An,193
17/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1377
17/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,373
17/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,675
17/06/2025,75,Đồng Nai,26293,Xã Giang Điền,2
17/06/2025,75,Đồng Nai,26296,Xã An Viễn,128
17/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,52
17/06/2025,75,Đồng Nai,26311,Xã Quang Trung,39
17/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,86
17/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,588
17/06/2025,75,Đồng Nai,26362,Xã Sông Ray,110
17/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,602
17/06/2025,75,Đồng Nai,26374,Phường Tam Phước,200
17/06/2025,75,Đồng Nai,26377,Phường Phước Tân,24
17/06/2025,75,Đồng Nai,26416,Xã Phước Bình,89
17/06/2025,75,Đồng Nai,26452,Xã Suối Cát,644
17/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,1171
17/06/2025,75,Đồng Nai,26470,Xã Phước Thiền,1
17/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,66
17/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,3
17/07/2025,75,Đồng Nai,25996,Phường Tân Phong,269
17/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,108
17/07/2025,75,Đồng Nai,26068,Phường Hóa An,150
17/07/2025,75,Đồng Nai,26095,Phường Suối Tre,71
17/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,513
17/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,22
17/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,215
17/07/2025,75,Đồng Nai,26296,Xã An Viễn,79
17/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,2
17/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,23
17/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,51
17/07/2025,75,Đồng Nai,26374,Phường Tam Phước,4
17/07/2025,75,Đồng Nai,26377,Phường Phước Tân,29
17/07/2025,75,Đồng Nai,26416,Xã Phước Bình,4
17/07/2025,75,Đồng Nai,26452,Xã Suối Cát,3
17/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,372
17/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,75
17/08/2025,75,Đồng Nai,25996,Phường Tân Phong,284
17/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,8
17/08/2025,75,Đồng Nai,26050,Phường An Bình,11
17/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,546
17/08/2025,75,Đồng Nai,26095,Phường Suối Tre,432
17/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,93
17/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,111
17/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,492
17/08/2025,75,Đồng Nai,26296,Xã An Viễn,42
17/08/2025,75,Đồng Nai,26311,Xã Quang Trung,106
17/08/2025,75,Đồng Nai,26362,Xã Sông Ray,26
17/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,231
17/08/2025,75,Đồng Nai,26389,Xã Long Đức,42
17/08/2025,75,Đồng Nai,26416,Xã Phước Bình,1
17/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,304
17/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,93
17/12/2024,75,Đồng Nai,26452,Xã Suối Cát,2
18/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,6
18/01/2025,75,Đồng Nai,26452,Xã Suối Cát,44
18/02/2025,75,Đồng Nai,25993,Phường Trảng Dài,34
18/02/2025,75,Đồng Nai,26026,Phường Tân Mai,5
18/02/2025,75,Đồng Nai,26080,Phường Xuân An,1
18/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,117
18/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,631
18/02/2025,75,Đồng Nai,26452,Xã Suối Cát,730
18/03/2025,75,Đồng Nai,25996,Phường Tân Phong,4
18/03/2025,75,Đồng Nai,26026,Phường Tân Mai,8
18/03/2025,75,Đồng Nai,26080,Phường Xuân An,2
18/03/2025,75,Đồng Nai,26095,Phường Suối Tre,3
18/03/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1
18/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,855
18/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,35
18/03/2025,75,Đồng Nai,26272,Xã Hố Nai 3,5
18/03/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1
18/03/2025,75,Đồng Nai,26377,Phường Phước Tân,2
18/03/2025,75,Đồng Nai,26452,Xã Suối Cát,624
18/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,53
18/04/2025,75,Đồng Nai,25996,Phường Tân Phong,67
18/04/2025,75,Đồng Nai,25999,Phường Tân Biên,10
18/04/2025,75,Đồng Nai,26095,Phường Suối Tre,2275
18/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,803
18/04/2025,75,Đồng Nai,26272,Xã Hố Nai 3,445
18/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,665
18/04/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,3
18/04/2025,75,Đồng Nai,26362,Xã Sông Ray,61
18/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,533
18/04/2025,75,Đồng Nai,26377,Phường Phước Tân,39
18/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,1
18/04/2025,75,Đồng Nai,26452,Xã Suối Cát,698
18/04/2025,75,Đồng Nai,26485,Xã Phú Hội,1
18/05/2025,75,Đồng Nai,25996,Phường Tân Phong,299
18/05/2025,75,Đồng Nai,25999,Phường Tân Biên,9
18/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,5
18/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,287
18/05/2025,75,Đồng Nai,26068,Phường Hóa An,106
18/05/2025,75,Đồng Nai,26095,Phường Suối Tre,92
18/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,120
18/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,2
18/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,115
18/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,447
18/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,20
18/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,19
18/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,61
18/05/2025,75,Đồng Nai,26362,Xã Sông Ray,13
18/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,116
18/05/2025,75,Đồng Nai,26374,Phường Tam Phước,121
18/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,21
18/05/2025,75,Đồng Nai,26452,Xã Suối Cát,31
18/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,272
18/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,85
18/06/2025,75,Đồng Nai,25996,Phường Tân Phong,38
18/06/2025,75,Đồng Nai,26002,Phường Hố Nai,20
18/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,326
18/06/2025,75,Đồng Nai,26020,Phường Long Bình,43
18/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,123
18/06/2025,75,Đồng Nai,26050,Phường An Bình,76
18/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1119
18/06/2025,75,Đồng Nai,26068,Phường Hóa An,163
18/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1566
18/06/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1
18/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,398
18/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,718
18/06/2025,75,Đồng Nai,26296,Xã An Viễn,124
18/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,61
18/06/2025,75,Đồng Nai,26311,Xã Quang Trung,23
18/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,24
18/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,498
18/06/2025,75,Đồng Nai,26362,Xã Sông Ray,139
18/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,177
18/06/2025,75,Đồng Nai,26374,Phường Tam Phước,23
18/06/2025,75,Đồng Nai,26377,Phường Phước Tân,37
18/06/2025,75,Đồng Nai,26416,Xã Phước Bình,85
18/06/2025,75,Đồng Nai,26452,Xã Suối Cát,68
18/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,949
18/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,66
18/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,1
18/07/2025,75,Đồng Nai,25996,Phường Tân Phong,263
18/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,130
18/07/2025,75,Đồng Nai,26068,Phường Hóa An,139
18/07/2025,75,Đồng Nai,26095,Phường Suối Tre,93
18/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,395
18/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,23
18/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,594
18/07/2025,75,Đồng Nai,26296,Xã An Viễn,180
18/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,2
18/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,19
18/07/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,2
18/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,375
18/07/2025,75,Đồng Nai,26374,Phường Tam Phước,11
18/07/2025,75,Đồng Nai,26377,Phường Phước Tân,45
18/07/2025,75,Đồng Nai,26416,Xã Phước Bình,22
18/07/2025,75,Đồng Nai,26452,Xã Suối Cát,4
18/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,374
18/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,88
18/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,206
18/08/2025,75,Đồng Nai,25996,Phường Tân Phong,478
18/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,116
18/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1049
18/08/2025,75,Đồng Nai,26068,Phường Hóa An,200
18/08/2025,75,Đồng Nai,26095,Phường Suối Tre,1443
18/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,235
18/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,837
18/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,899
18/08/2025,75,Đồng Nai,26296,Xã An Viễn,97
18/08/2025,75,Đồng Nai,26311,Xã Quang Trung,240
18/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,1
18/08/2025,75,Đồng Nai,26362,Xã Sông Ray,144
18/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,603
18/08/2025,75,Đồng Nai,26389,Xã Long Đức,84
18/08/2025,75,Đồng Nai,26416,Xã Phước Bình,2
18/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,10
18/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,97
18/10/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1
18/12/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1
18/12/2024,75,Đồng Nai,26452,Xã Suối Cát,1
19/01/2025,75,Đồng Nai,26029,Phường Thống Nhất,1
19/01/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1
19/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,62
19/02/2025,75,Đồng Nai,25993,Phường Trảng Dài,38
19/02/2025,75,Đồng Nai,26026,Phường Tân Mai,64
19/02/2025,75,Đồng Nai,26080,Phường Xuân An,4
19/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,44
19/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,527
19/02/2025,75,Đồng Nai,26452,Xã Suối Cát,749
19/03/2025,75,Đồng Nai,25996,Phường Tân Phong,3
19/03/2025,75,Đồng Nai,26026,Phường Tân Mai,7
19/03/2025,75,Đồng Nai,26080,Phường Xuân An,1
19/03/2025,75,Đồng Nai,26095,Phường Suối Tre,13
19/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,510
19/03/2025,75,Đồng Nai,26254,Xã Cây Gáo,29
19/03/2025,75,Đồng Nai,26272,Xã Hố Nai 3,6
19/03/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,1
19/03/2025,75,Đồng Nai,26377,Phường Phước Tân,1
19/03/2025,75,Đồng Nai,26452,Xã Suối Cát,680
19/03/2025,75,Đồng Nai,26479,Thị Trấn Hiệp Phước,1
19/04/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,2
19/04/2025,75,Đồng Nai,25999,Phường Tân Biên,1
19/04/2025,75,Đồng Nai,26068,Phường Hóa An,2
19/04/2025,75,Đồng Nai,26095,Phường Suối Tre,228
19/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,198
19/04/2025,75,Đồng Nai,26272,Xã Hố Nai 3,540
19/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,129
19/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,108
19/04/2025,75,Đồng Nai,26377,Phường Phước Tân,1
19/04/2025,75,Đồng Nai,26440,Xã Xuân Trường,3
19/04/2025,75,Đồng Nai,26452,Xã Suối Cát,66
19/05/2025,75,Đồng Nai,25996,Phường Tân Phong,95
19/05/2025,75,Đồng Nai,25999,Phường Tân Biên,7
19/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,127
19/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,412
19/05/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1
19/05/2025,75,Đồng Nai,26068,Phường Hóa An,243
19/05/2025,75,Đồng Nai,26095,Phường Suối Tre,416
19/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,471
19/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,75
19/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,270
19/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,857
19/05/2025,75,Đồng Nai,26296,Xã An Viễn,19
19/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,17
19/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,8
19/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,735
19/05/2025,75,Đồng Nai,26362,Xã Sông Ray,120
19/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,484
19/05/2025,75,Đồng Nai,26374,Phường Tam Phước,20
19/05/2025,75,Đồng Nai,26377,Phường Phước Tân,34
19/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,101
19/05/2025,75,Đồng Nai,26452,Xã Suối Cát,761
19/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,799
19/06/2025,75,Đồng Nai,25996,Phường Tân Phong,88
